a
a
a
a
a
a
a
a
 IDAY           0
 UT   0.00000000    
 F107A   76.5999985    
 F107   76.5999985    
 APH   8.39999962       7.00000000       5.00000000       4.00000000       3.00000000       3.90000010       6.80000019    
 1, ALTITUDE (KM)
 2, D(2) - O NUMBER DENSITY(CM-3)
 3, D(3) - N2 NUMBER DENSITY(CM-3)
 4, D(4) - O2 NUMBER DENSITY(CM-3)
 5, D(6) - TOTAL MASS DENSITY(GM/CM3)
 6, T(2) - TEMPERATURE AT ALT
 7, D(8) - N NUMBER DENSITY(CM-3)
           1           2           3           4           5           6           7
   79.0000000       1.44781478E+09   3.81407088E+14   1.01181041E+14   2.34038016E-08   199.906021       68299.3906    
   80.0000000       2.98911770E+09   3.25691598E+14   8.62624804E+13   1.99774437E-08   197.665009       73773.0938    
   81.0000000       5.84814336E+09   2.77102448E+14   7.32597185E+13   1.69897980E-08   195.518509       79453.5234    
   82.0000000       1.08263055E+10   2.34891795E+14   6.19718944E+13   1.43948222E-08   193.473267       85310.6328    
   83.0000000       1.89552701E+10   1.98394337E+14   5.22200117E+13   1.21516237E-08   191.530640       91321.6875    
   84.0000000       3.14033132E+10   1.67001935E+14   4.38404592E+13   1.02227844E-08   189.689163       97475.1484    
   85.0000000       4.92915343E+10   1.40148625E+14   3.66808662E+13   8.57347793E-09   187.947067       103772.812    
   86.0000000       7.34444257E+10   1.17303300E+14   3.05981586E+13   7.17101623E-09   186.303680       110230.430    
   87.0000000       1.04134042E+11   9.79678433E+13   2.54581628E+13   5.98474736E-09   184.761780       116879.172    
   88.0000000       1.40891898E+11   8.16795406E+13   2.11362052E+13   4.98614838E-09   183.329193       123762.766    
   89.0000000       1.82453600E+11   6.80131224E+13   1.75176596E+13   4.14899715E-09   182.022537       130934.195    
   90.0000000       2.26856419E+11   5.65837195E+13   1.44987883E+13   3.44953999E-09   180.868988       138454.531    
   91.0000000       2.71666086E+11   4.70487788E+13   1.19871782E+13   2.86660007E-09   179.912613       146385.578    
   92.0000000       3.14252624E+11   3.91075772E+13   9.90163501E+12   2.38158027E-09   179.214706       154785.250    
   93.0000000       3.52117326E+11   3.24974632E+13   8.17131107E+12   1.97823846E-09   178.835648       163693.016    
   94.0000000       3.83194825E+11   2.69948635E+13   6.73601867E+12   1.64274283E-09   178.829056       173134.812    
   95.0000000       4.06067413E+11   2.24130478E+13   5.54558764E+12   1.36356859E-09   179.238388       183132.453    
   96.0000000       4.20063019E+11   1.85977180E+13   4.55862229E+12   1.13120469E-09   180.094803       193714.844    
   97.0000000       4.25241870E+11   1.54217921E+13   3.74107249E+12   9.37833367E-10   181.413223       204925.672    
   98.0000000       4.22279774E+11   1.27804050E+13   3.06485710E+12   7.77026055E-10   183.188797       216836.844    
   99.0000000       4.12299821E+11   1.05865502E+13   2.50670245E+12   6.43460452E-10   185.392303       229551.547    
   100.000000       3.96676399E+11   8.76763100E+12   2.04718421E+12   5.32711486E-10   187.966782       243211.609    
   101.000000       3.76875418E+11   7.26270319E+12   1.67000552E+12   4.41069320E-10   190.842224       257997.422    
   102.000000       3.54346926E+11   6.02014168E+12   1.36138877E+12   3.65400432E-10   193.994095       274136.781    
