Generated by database/atmosphere/generate_atmosphere_table.py (pymsis)

Model: NRLMSISE-00
Date and time (UTC): 1965-05-22T22:21:57+00:00
Longitude [deg. East]: 1 point(s), -16.9 to -16.9
Latitude [deg. North]: 1 point(s), -7.4 to -7.4
F10.7 = 75.0, F10.7A = 75.0, Ap = 4.0
The species below the lower bound of the model are written as zero.

   Selected parameters are:
1 Height, km
2 O, cm-3
3 N2, cm-3
4 O2, cm-3
5 Mass_density, g/cm-3
6 Temperature_neutral, K
7 N, cm-3

          1          2          3          4          5          6          7
      111.0  2.464e+11  2.146e+12  3.838e+11  1.277e-10  1.957e+02  9.275e+05
      112.0  2.211e+11  1.777e+12  3.079e+11  1.056e-10  2.012e+02  9.905e+05
      113.0  1.974e+11  1.469e+12  2.464e+11  8.723e-11  2.082e+02  1.054e+06
      114.0  1.757e+11  1.214e+12  1.972e+11  7.204e-11  2.168e+02  1.117e+06
      115.0  1.559e+11  1.004e+12  1.579e+11  5.958e-11  2.269e+02  1.180e+06
      116.0  1.381e+11  8.323e+11  1.267e+11  4.938e-11  2.387e+02  1.245e+06
      117.0  1.223e+11  6.921e+11  1.020e+11  4.108e-11  2.521e+02  1.311e+06
      118.0  1.083e+11  5.780e+11  8.257e+10  3.432e-11  2.670e+02  1.379e+06
      119.0  9.616e+10  4.854e+11  6.724e+10  2.884e-11  2.832e+02  1.451e+06
      120.0  8.565e+10  4.105e+11  5.516e+10  2.441e-11  3.003e+02  1.529e+06
      121.0  7.669e+10  3.501e+11  4.568e+10  2.084e-11  3.176e+02  1.617e+06
      122.0  6.919e+10  3.018e+11  3.826e+10  1.798e-11  3.343e+02  1.719e+06
      123.0  6.305e+10  2.635e+11  3.247e+10  1.572e-11  3.490e+02  1.841e+06
      124.0  5.827e+10  2.336e+11  2.801e+10  1.396e-11  3.598e+02  1.995e+06
      125.0  5.396e+10  2.080e+11  2.427e+10  1.244e-11  3.705e+02  2.160e+06
      126.0  5.010e+10  1.859e+11  2.114e+10  1.114e-11  3.809e+02  2.340e+06
      127.0  4.662e+10  1.668e+11  1.849e+10  1.001e-11  3.911e+02  2.534e+06
      128.0  4.349e+10  1.502e+11  1.624e+10  9.035e-12  4.009e+02  2.743e+06
      129.0  4.065e+10  1.357e+11  1.432e+10  8.179e-12  4.105e+02  2.967e+06
      130.0  3.807e+10  1.230e+11  1.268e+10  7.427e-12  4.197e+02  3.206e+06
      131.0  3.572e+10  1.117e+11  1.127e+10  6.764e-12  4.287e+02  3.461e+06
      132.0  3.357e+10  1.018e+11  1.004e+10  6.177e-12  4.375e+02  3.731e+06
      133.0  3.160e+10  9.294e+10  8.983e+09  5.655e-12  4.460e+02  4.018e+06
      134.0  2.979e+10  8.506e+10  8.060e+09  5.190e-12  4.542e+02  4.320e+06
      135.0  2.813e+10  7.802e+10  7.252e+09  4.774e-12  4.622e+02  4.638e+06
      136.0  2.659e+10  7.170e+10  6.544e+09  4.400e-12  4.700e+02  4.972e+06
      137.0  2.517e+10  6.602e+10  5.921e+09  4.064e-12  4.775e+02  5.320e+06
      138.0  2.386e+10  6.089e+10  5.371e+09  3.760e-12  4.849e+02  5.684e+06
      139.0  2.264e+10  5.625e+10  4.884e+09  3.485e-12  4.920e+02  6.062e+06
      140.0  2.150e+10  5.205e+10  4.451e+09  3.236e-12  4.989e+02  6.453e+06
      141.0  2.045e+10  4.823e+10  4.066e+09  3.009e-12  5.056e+02  6.857e+06
      142.0  1.946e+10  4.476e+10  3.722e+09  2.802e-12  5.121e+02  7.272e+06
      143.0  1.854e+10  4.159e+10  3.413e+09  2.613e-12  5.185e+02  7.699e+06
      144.0  1.768e+10  3.869e+10  3.137e+09  2.441e-12  5.246e+02  8.135e+06
      145.0  1.688e+10  3.604e+10  2.888e+09  2.282e-12  5.306e+02  8.580e+06
      146.0  1.612e+10  3.361e+10  2.663e+09  2.137e-12  5.364e+02  9.032e+06
      147.0  1.541e+10  3.137e+10  2.459e+09  2.003e-12  5.420e+02  9.490e+06
      148.0  1.475e+10  2.931e+10  2.275e+09  1.879e-12  5.475e+02  9.953e+06
      149.0  1.412e+10  2.742e+10  2.108e+09  1.765e-12  5.528e+02  1.042e+07
      150.0  1.353e+10  2.567e+10  1.955e+09  1.660e-12  5.580e+02  1.089e+07
      151.0  1.297e+10  2.405e+10  1.816e+09  1.562e-12  5.630e+02  1.135e+07
      152.0  1.244e+10  2.256e+10  1.689e+09  1.472e-12  5.679e+02  1.182e+07
      153.0  1.195e+10  2.117e+10  1.573e+09  1.388e-12  5.726e+02  1.228e+07
      154.0  1.147e+10  1.989e+10  1.466e+09  1.310e-12  5.772e+02  1.274e+07
      155.0  1.103e+10  1.869e+10  1.368e+09  1.237e-12  5.817e+02  1.319e+07
      156.0  1.061e+10  1.758e+10  1.278e+09  1.169e-12  5.860e+02  1.364e+07
      157.0  1.020e+10  1.655e+10  1.195e+09  1.106e-12  5.902e+02  1.407e+07
      158.0  9.824e+09  1.559e+10  1.118e+09  1.047e-12  5.943e+02  1.450e+07
      159.0  9.462e+09  1.469e+10  1.047e+09  9.918e-13  5.983e+02  1.491e+07
      160.0  9.117e+09  1.386e+10  9.812e+08  9.401e-13  6.021e+02  1.531e+07
      161.0  8.790e+09  1.307e+10  9.204e+08  8.917e-13  6.059e+02  1.570e+07
      162.0  8.477e+09  1.234e+10  8.639e+08  8.463e-13  6.095e+02  1.607e+07
      163.0  8.179e+09  1.166e+10  8.115e+08  8.037e-13  6.130e+02  1.642e+07
      164.0  7.895e+09  1.102e+10  7.627e+08  7.638e-13  6.165e+02  1.676e+07
      165.0  7.624e+09  1.042e+10  7.173e+08  7.262e-13  6.198e+02  1.708e+07
      166.0  7.365e+09  9.854e+09  6.749e+08  6.908e-13  6.231e+02  1.739e+07
      167.0  7.117e+09  9.326e+09  6.355e+08  6.575e-13  6.262e+02  1.767e+07
      168.0  6.880e+09  8.829e+09  5.986e+08  6.261e-13  6.293e+02  1.793e+07
      169.0  6.653e+09  8.363e+09  5.642e+08  5.966e-13  6.322e+02  1.818e+07
      170.0  6.436e+09  7.925e+09  5.319e+08  5.686e-13  6.351e+02  1.840e+07
      171.0  6.227e+09  7.512e+09  5.018e+08  5.423e-13  6.379e+02  1.860e+07
      172.0  6.028e+09  7.123e+09  4.735e+08  5.174e-13  6.406e+02  1.879e+07
      173.0  5.836e+09  6.757e+09  4.471e+08  4.938e-13  6.433e+02  1.895e+07
      174.0  5.652e+09  6.412e+09  4.222e+08  4.716e-13  6.459e+02  1.909e+07
      175.0  5.475e+09  6.087e+09  3.989e+08  4.505e-13  6.484e+02  1.921e+07
      176.0  5.305e+09  5.780e+09  3.770e+08  4.305e-13  6.508e+02  1.931e+07
      177.0  5.142e+09  5.490e+09  3.564e+08  4.116e-13  6.531e+02  1.939e+07
      178.0  4.985e+09  5.217e+09  3.371e+08  3.936e-13  6.554e+02  1.945e+07
      179.0  4.834e+09  4.958e+09  3.189e+08  3.766e-13  6.576e+02  1.950e+07
      180.0  4.688e+09  4.713e+09  3.018e+08  3.604e-13  6.598e+02  1.952e+07
      181.0  4.548e+09  4.482e+09  2.856e+08  3.451e-13  6.619e+02  1.953e+07
      182.0  4.413e+09  4.263e+09  2.704e+08  3.305e-13  6.639e+02  1.952e+07
      183.0  4.283e+09  4.056e+09  2.561e+08  3.167e-13  6.659e+02  1.949e+07
      184.0  4.157e+09  3.860e+09  2.426e+08  3.035e-13  6.678e+02  1.945e+07
      185.0  4.036e+09  3.675e+09  2.298e+08  2.909e-13  6.697e+02  1.939e+07
      186.0  3.919e+09  3.499e+09  2.178e+08  2.790e-13  6.715e+02  1.931e+07
      187.0  3.806e+09  3.332e+09  2.065e+08  2.676e-13  6.733e+02  1.922e+07
      188.0  3.697e+09  3.174e+09  1.957e+08  2.568e-13  6.750e+02  1.912e+07
      189.0  3.592e+09  3.024e+09  1.856e+08  2.465e-13  6.767e+02  1.901e+07
      190.0  3.490e+09  2.881e+09  1.760e+08  2.366e-13  6.783e+02  1.888e+07
      191.0  3.392e+09  2.746e+09  1.670e+08  2.272e-13  6.799e+02  1.874e+07
      192.0  3.297e+09  2.618e+09  1.584e+08  2.183e-13  6.814e+02  1.859e+07
      193.0  3.205e+09  2.496e+09  1.503e+08  2.097e-13  6.829e+02  1.843e+07
      194.0  3.116e+09  2.380e+09  1.427e+08  2.016e-13  6.843e+02  1.826e+07
      195.0  3.030e+09  2.270e+09  1.354e+08  1.938e-13  6.857e+02  1.809e+07
      196.0  2.947e+09  2.166e+09  1.286e+08  1.863e-13  6.871e+02  1.790e+07
      197.0  2.866e+09  2.066e+09  1.221e+08  1.792e-13  6.884e+02  1.771e+07
      198.0  2.788e+09  1.972e+09  1.159e+08  1.724e-13  6.897e+02  1.751e+07
      199.0  2.712e+09  1.882e+09  1.101e+08  1.659e-13  6.909e+02  1.730e+07
      200.0  2.639e+09  1.796e+09  1.046e+08  1.597e-13  6.921e+02  1.709e+07
